Name EN,Focus Region,Language,Entity Owner EN,Parent Entity EN,X (Twitter) Handle,X (Twitter) Followers,Facebook Handle,Facebook Followers,Instagram Handle,Instagram Followers,Threads Handle,Threads Followers,YouTube Handle,YouTube Followers,TikTok Handle,TikTok Followers,Total Social Media Presence,Platform Presence Category,Total Followers,Twitter Dominance,Facebook Dominance,Instagram Dominance,Threads Dominance,YouTube Dominance,TikTok Dominance,IQR based Outlier
Xinhua Culture & Travel,Anglosphere,English,Xinhua News Agency,State Council,xinhuatravel,710100,XinhuaTravel,24709078,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,25419178,2.8,97.2,0.0,0.0,0.0,0.0,True
Xinjiang Channel,Xinjiang,English,"Wuzhou Communication Co., Ltd.",State Council Information Office (SCIO),xinjiangchannel,12400,Unknown,0,Unknown,0,Unknown,0,xinjiangchina,20,Unknown,0,2,Medium,12420,99.8,0.0,0.0,0.0,0.2,0.0,True
Zhang Xinran,Anglosphere,English,China Daily Press,Central Publicity Department,xinranz98,570,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,570,100.0,0.0,0.0,0.0,0.0,0.0,False
Xi's moments,Anglosphere,English,China Daily Press,Central Publicity Department,XisMoments,102000,ximoments,8700000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,8802000,1.2,98.8,0.0,0.0,0.0,0.0,True
Xue Jian,Japan,Japanese,Ministry of Foreign Affairs,Ministry of Foreign Affairs,xuejianosaka,70300,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,70300,100.0,0.0,0.0,0.0,0.0,0.0,True
Xu Li,la Francophonie,French,China Media Group (CMG),Central Publicity Department,XuLi52940770,728,LechinoisavecXuLi,303000,mllesmile_xuli,367,Unknown,0,lechinoisavecxuli8209,1670,Unknown,0,4,High,305765,0.2,99.1,0.1,0.0,0.5,0.0,True
Xu Zeyu Philip,Anglosphere,English,Xinhua News Agency,State Council,XuZeyu_Philip,67800,XuZeyu.Philip,4000000,real_xuzeyu,9639,real_xuzeyu,4933,xuzeyuphilip,2210,Unknown,0,5,High,4084582,1.7,97.9,0.2,0.1,0.1,0.0,True
Saina (Amy Saina),Anglosphere,English,China Media Group (CMG),Central Publicity Department,amysaina,75,SainainChina,101929,a.saina,1989,Unknown,0,SainainChina,1760,Unknown,0,4,High,105753,0.1,96.4,1.9,0.0,1.7,0.0,True
Yang Zhiyu,UK,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,yang_zhiyu1979,745,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,745,100.0,0.0,0.0,0.0,0.0,0.0,False
Liu Yang,Anglosphere,English,Xinhua News Agency,State Council,yangliuxh,5933,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,5933,100.0,0.0,0.0,0.0,0.0,0.0,False
Yang Rui,Anglosphere,English,China Media Group (CMG),Central Publicity Department,yangrui88,32,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,32,100.0,0.0,0.0,0.0,0.0,0.0,False
Yang Zhao,Anglosphere,English,China Media Group (CMG),Central Publicity Department,YangZha42341102,661,TIOwithYZ,1000000,Unknown,0,Unknown,0,TechItOutwithYangZhao,556,Unknown,0,3,Medium,1001217,0.1,99.9,0.0,0.0,0.1,0.0,True
Yao Fei,Hispanophone,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,YaoFei9,2135,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2135,100.0,0.0,0.0,0.0,0.0,0.0,False
Xu Yawen,Anglosphere,English,China Media Group (CMG),Central Publicity Department,yawenxu17,3086,Unknown,0,Unknown,0,Unknown,0,YawenXu,94,Unknown,0,2,Medium,3180,97.0,0.0,0.0,0.0,3.0,0.0,True
Ruan Yaying,Algeria,Arabic,Ministry of Foreign Affairs,Ministry of Foreign Affairs,YayingRUAN,3859,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,3859,100.0,0.0,0.0,0.0,0.0,0.0,False
Yu Dunhai,Malta,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,YDunhai,20100,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,20100,100.0,0.0,0.0,0.0,0.0,0.0,False
Yicai,Shanghai,English,Shanghai Media Group (SMG),Shanghai Municipal Committee,yicaichina,235700,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,235700,100.0,0.0,0.0,0.0,0.0,0.0,True
Yicai Global,Shanghai,English,Shanghai Media Group (SMG),Shanghai Municipal Committee,yicaiglobalCN,534,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,534,100.0,0.0,0.0,0.0,0.0,0.0,False
Song Yichu,Pakistan,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,YichuSong,193,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,193,100.0,0.0,0.0,0.0,0.0,0.0,False
Yang Yiding,Norway,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,YidingYang_MFA,1555,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1555,100.0,0.0,0.0,0.0,0.0,0.0,False
Zhang Yikang (Kathie Zhang / 新米ママ・いーかん),Japan,Japanese,China Media Group (CMG),Central Publicity Department,Yikangmama,291,Unknown,0,Unknown,0,Unknown,0,user-tm8nh7dm4e,261,Unknown,0,2,Medium,552,52.7,0.0,0.0,0.0,47.3,0.0,True
Zhang Yiwen,Hispanophone,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,yiwen_zh,2118,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2118,100.0,0.0,0.0,0.0,0.0,0.0,False
Liu Fangqiang (Oliver Liu),Anglosphere,English,Xinhua News Agency,State Council,YoloOliver1,28100,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,28100,100.0,0.0,0.0,0.0,0.0,0.0,False
Jiang Yuan (J'Y Pense),la Francophonie,French,China Media Group (CMG),Central Publicity Department,Yuanjia33107056,32,JYPenseChine,1001593,jiangyuaninchina,255,Unknown,0,jypense975,11700,Unknown,0,4,High,1013580,0.0,98.8,0.0,0.0,1.2,0.0,True
Zhao Yunfei,Anglosphere,English,China Media Group (CMG),Central Publicity Department,Yunfei_Zh,1155,YunfeiZh,865,Unknown,0,phil_yunfei,24,Unknown,0,Unknown,0,3,Medium,2044,56.5,42.3,0.0,1.2,0.0,0.0,True
Ji Yuqiao,Anglosphere,English,People's Daily Press,Central Committee of the Chinese Communist Party,yuqiaoji,3,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,3,100.0,0.0,0.0,0.0,0.0,0.0,False
Yan Xiusheng,Barbados,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,YXiusheng,8723,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,8723,100.0,0.0,0.0,0.0,0.0,0.0,False
Zou Yue,Anglosphere,English,China Media Group (CMG),Central Publicity Department,YZOUTWEETS,371500,YZOUFB,1612548,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,1984048,18.7,81.3,0.0,0.0,0.0,0.0,True
Zha Liyou,India,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ZhaLiyou,25600,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,25600,100.0,0.0,0.0,0.0,0.0,0.0,False
Zhang Heqing,Pakistan,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,zhang_heqing,353200,CulturalChinaBJ,4600,Unknown,0,Unknown,0,Unknown,0,culturalchinacn,76,3,Medium,357876,98.7,1.3,0.0,0.0,0.0,0.0,True
Zhang Xi,Panama,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Zhang_Xi77,1995,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1995,100.0,0.0,0.0,0.0,0.0,0.0,False
Zhang Buxin,Cuba,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,zhangbuxin,1307,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1307,100.0,0.0,0.0,0.0,0.0,0.0,False
Zhanhao,China,Chinese,Wuhan Ruiying New Media Culture Communication Co.,Hubei Self-Media Association,zhanhao668,2426,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2426,100.0,0.0,0.0,0.0,0.0,0.0,False
Zhao Baogang,African Union,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,zhaobaogang2011,3914,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,3914,100.0,0.0,0.0,0.0,0.0,0.0,False
Zhao Ying,Anglosphere,English,China Media Group (CMG),Central Publicity Department,ZhaoYing_CRI,408,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,408,100.0,0.0,0.0,0.0,0.0,0.0,False
Zhengguan News,Henan,English,Zhengzhou Media Group,Zhengzhou Municipal Party Committee,ZhengguanNews,15900,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,15900,100.0,0.0,0.0,0.0,0.0,0.0,False
Zheng Junfeng,Anglosphere,English,China Media Group (CMG),Central Publicity Department,ZhengJunfeng1,413,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,413,100.0,0.0,0.0,0.0,0.0,0.0,False
Shen Zhifei,Lithuania,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ZhifeiShen,539,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,539,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Belarus,Belarus,Belarusian,Ministry of Foreign Affairs,Ministry of Foreign Affairs,ZhongBai2020,7403,chinaemb.by,971,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,8374,88.4,11.6,0.0,0.0,0.0,0.0,False
Zhong Shi,Anglosphere,English,China Media Group (CMG),Central Publicity Department,ZhongShi_CGTN,932,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,932,100.0,0.0,0.0,0.0,0.0,0.0,False
Zhou Li,Anglosphere,English,Information Department of Foreign Ministry,Ministry of Foreign Affairs,Zhou_Li_CHN,17200,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,17200,100.0,0.0,0.0,0.0,0.0,0.0,False
Zhu Jingyang,Colombia,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,zhu_jingyang,9288,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,9288,100.0,0.0,0.0,0.0,0.0,0.0,False
Wang Zichen,Anglosphere,English,Xinhua News Agency,State Council,ZichenWanghere,28600,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,28600,100.0,0.0,0.0,0.0,0.0,0.0,False
Zeng Ziyi,Anglosphere,English,China Media Group (CMG),Central Publicity Department,ziyi_zeng,355,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,355,100.0,0.0,0.0,0.0,0.0,0.0,False
Zhao Lijian,Anglosphere,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,zlj517,1900000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1900000,100.0,0.0,0.0,0.0,0.0,0.0,True
CGTN Zoom In,Anglosphere,English,China Media Group (CMG),Central Publicity Department,ZoomIn_CGTN,109,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,109,100.0,0.0,0.0,0.0,0.0,0.0,False
Zhang Shilei (Sheila Zhang),Anglosphere,English,China Media Group (CMG),Central Publicity Department,ZShilei,367,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,367,100.0,0.0,0.0,0.0,0.0,0.0,False
Yang Yating (Christina Yang),Anglosphere,English,China Media Group (CMG),Central Publicity Department,Unknown,0,Unknown,0,christinanayang,552,Unknown,0,YatingYang,263,yating_y,358800,3,Medium,359615,0.0,0.0,0.2,0.0,0.1,99.8,True
Assia,MENA,Arabic,China Media Group (CMG),Central Publicity Department,Unknown,0,AssiaZNAN,1900000,assia_in_china,63300,Unknown,0,AssiainChina,1670000,assia_in_china,630100,4,High,4263400,0.0,44.6,1.5,0.0,39.2,14.8,True
He Beibei,Hispanophone,Spanish,China Media Group (CMG),Central Publicity Department,Unknown,0,profile.php?id=100069383274995,101000,beibei823,142,Unknown,0,beibeicita,12,Unknown,0,3,Medium,101154,0.0,99.8,0.1,0.0,0.0,0.0,True
Cai Baofeng (Song Siao / ສອງສ່ຽວ),Laos,Laotian,China Media Group (CMG),Central Publicity Department,Unknown,0,songsiaoCL,1600000,cbf,9392,Unknown,0,Unknown,0,Unknown,0,2,Medium,1609392,0.0,99.4,0.6,0.0,0.0,0.0,True
CCTV Asia Pacific,Anglosphere,English,China Media Group (CMG),Central Publicity Department,Unknown,0,Unknown,0,cctv_asiapacific,44700,Unknown,0,Unknown,0,Unknown,0,1,Low,44700,0.0,0.0,100.0,0.0,0.0,0.0,True
CCTV Chinese,China,Chinese,China Media Group (CMG),Central Publicity Department,Unknown,0,Unknown,0,cctv.chinese,80800,cctv.chinese,2647,Unknown,0,Unknown,0,2,Medium,83447,0.0,0.0,96.8,3.2,0.0,0.0,True
CCTV.com,China,Chinese,China Media Group (CMG),Central Publicity Department,Unknown,0,Unknown,0,cctv,939000,cctv,33000,CCTV,1750000,Unknown,0,3,Medium,2722000,0.0,0.0,34.5,1.2,64.3,0.0,True
CGTN Nature,Anglosphere,English,China Media Group (CMG),Central Publicity Department,Unknown,0,Unknown,0,cgtn_nature,157,Unknown,0,cgtnnature367,1860,Unknown,0,2,Medium,2017,0.0,0.0,7.8,0.0,92.2,0.0,True
CGTN Español,Hispanophone,Spanish,China Media Group (CMG),Central Publicity Department,Unknown,0,Unknown,0,cgtnenespanol,97100,Unknown,0,CGTNEspanol,489000,cgtnenespanol,561,3,Medium,586661,0.0,0.0,16.6,0.0,83.4,0.1,True
China Plus Culture,Anglosphere,English,China Media Group (CMG),Central Publicity Department,Unknown,0,chinaplusnews,32000000,china_plus_culture,12,Unknown,0,Unknown,0,Unknown,0,2,Medium,32000012,0.0,100.0,0.0,0.0,0.0,0.0,True
Chinese Embassy in Indonesia,Indonesia,Bahasa Indonesia,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Unknown,0,Unknown,0,chinaembassy_indonesia,74900,Unknown,0,Unknown,0,Unknown,0,1,Low,74900,0.0,0.0,100.0,0.0,0.0,0.0,True
Chinese Embassy in Iran,Iran,Persian,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Unknown,0,Unknown,0,chinaembassy_iran,4344,Unknown,0,Unknown,0,Unknown,0,1,Low,4344,0.0,0.0,100.0,0.0,0.0,0.0,True
Chinese Embassy in Turkey,Türkiye,Turkish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Unknown,0,Unknown,0,chinaembassy_turkey,4807,Unknown,0,cinbuyukelciligiankara-9545,609,Unknown,0,2,Medium,5416,0.0,0.0,88.8,0.0,11.2,0.0,True
Chinese Embassy in Kyrgyzstan,Kyrgyzstan,Kyrgyz,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Unknown,0,Unknown,0,chinaembassyinkg,2082,Unknown,0,Unknown,0,Unknown,0,1,Low,2082,0.0,0.0,100.0,0.0,0.0,0.0,True
Chinese Consulate General in Hamburg,Germany,German,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Unknown,0,Unknown,0,chinameetsnorddeutschland,234,Unknown,0,Unknown,0,Unknown,0,1,Low,234,0.0,0.0,100.0,0.0,0.0,0.0,True
China Plus News,Anglosphere,English,China Media Group (CMG),Central Publicity Department,Unknown,0,Unknown,0,chinaplusnews,163,Unknown,0,Unknown,0,Unknown,0,1,Low,163,0.0,0.0,100.0,0.0,0.0,0.0,True
Chinese Embassy in South Korea,South Korea,Korean,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Unknown,0,Unknown,0,chinese_embassy_in_seoul,10500,Unknown,0,Unknown,0,chinese_embassy_in_seoul,323,2,Medium,10823,0.0,0.0,97.0,0.0,0.0,3.0,True
Chinese Embassy in Australia,Australia,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Unknown,0,ChinainAus,5300,cnauembassy,121,Unknown,0,Unknown,0,Unknown,0,2,Medium,5421,0.0,97.8,2.2,0.0,0.0,0.0,True
CRI Nepali,Nepal,Nepalese,China Media Group (CMG),Central Publicity Department,Unknown,0,crinepali,3100000,crinepali,4120,Unknown,0,Unknown,0,Unknown,0,2,Medium,3104120,0.0,99.9,0.1,0.0,0.0,0.0,True
CRI Persian,Iran,Persian,China Media Group (CMG),Central Publicity Department,Unknown,0,persiancricn,1300000,cripersian,102000,Unknown,0,Unknown,0,Unknown,0,2,Medium,1402000,0.0,92.7,7.3,0.0,0.0,0.0,True
CGTN Crossover,Anglosphere,English,China Media Group (CMG),Central Publicity Department,Unknown,0,inheritors.CGTN,11787,crossover.cgtn,311,Unknown,0,Unknown,0,Unknown,0,2,Medium,12098,0.0,97.4,2.6,0.0,0.0,0.0,True
C The Difference,Anglosphere,English,China Media Group (CMG),Central Publicity Department,Unknown,0,C-The-Difference-107252314045277,0,cthe.difference,17,Unknown,0,Unknown,0,cthedifference,625500,2,Medium,625517,0.0,0.0,0.0,0.0,0.0,100.0,True
Wu Danni (Danni Report),Egypt,English,Xinhua News Agency,State Council,Unknown,0,DanniReport,1800000,danni010389,257,dannitwins01,21,Unknown,0,Unknown,0,3,Medium,1800278,0.0,100.0,0.0,0.0,0.0,0.0,True
Chinese Embassy in Latvia,Latvia,Latvian,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Unknown,0,Unknown,0,embassyofchinainlatvia,7,Unknown,0,Unknown,0,Unknown,0,1,Low,7,0.0,0.0,100.0,0.0,0.0,0.0,True
Phoenix Online,China,Chinese,Phoenix Media Investment (Holdings) Limited,Bauhinia Culture Holdings Limited,Unknown,0,Ifenglobal,1100000,ifenglobal,1126,ifenglobal,50,ifenglobal,18700,ifenglobal,599100,5,High,1718976,0.0,64.0,0.1,0.0,1.1,34.9,True
Jimena Li Yu (Jimena a tu clic),Hispanophone,Spanish,China Media Group (CMG),Central Publicity Department,Unknown,0,JimenaAtuClic,464000,jimenaatuclic,995,Unknown,0,jimenaatuclic9148,239,jimenaatuclic,3704,4,High,468938,0.0,98.9,0.2,0.0,0.1,0.8,True
Wang Shi (Julian Waghann),China,Chinese,China Media Group (CMG),Central Publicity Department,Unknown,0,Unknown,0,jude1904,184,Unknown,0,Unknown,0,Unknown,0,1,Low,184,0.0,0.0,100.0,0.0,0.0,0.0,True
Ou Xiaolan (Lana Ou / Lana لانا),MENA,Arabic,China Media Group (CMG),Central Publicity Department,Unknown,0,LanainChina,483000,lana_in_china,4833,Unknown,0,lana7840,15900,Unknown,0,3,Medium,503733,0.0,95.9,1.0,0.0,3.2,0.0,True
Lin Simiao (Anahita Lin),Iran,Persian,China Media Group (CMG),Central Publicity Department,Unknown,0,anahitachin,1000000,linsimiaoanahita,2448,Unknown,0,Unknown,0,Unknown,0,2,Medium,1002448,0.0,99.8,0.2,0.0,0.0,0.0,True
Xing Luana (Luana em Pequim),Brazil,Portuguese,China Media Group (CMG),Central Publicity Department,Unknown,0,LuanaemPequim,1700000,LuanaemPequim,21300,luanaempequim,1035,LuanaemPequim,21100,luanaempequim,225900,5,High,1969335,0.0,86.3,1.1,0.1,1.1,11.5,True
Lü Qianqian (Lucy Lv),Anglosphere,English,China Media Group (CMG),Central Publicity Department,Unknown,0,lucylvlist,1400000,lucylv_list,1050,lucylvlist,42,LucyLvList,588,Unknown,0,4,High,1401680,0.0,99.9,0.1,0.0,0.0,0.0,True
Mango TV International,Hunan,Chinese,Hunan Satellite TV,Hunan Provincial People's Government,Unknown,0,Unknown,0,mgtv,90000,Unknown,0,MangoTV-Official,5020000,mangotv_international,150100,3,Medium,5260100,0.0,0.0,1.7,0.0,95.4,2.9,True
Xu Wei (Rain Xu / Ms V / شيو وي),MENA,Arabic,China Media Group (CMG),Central Publicity Department,Unknown,0,MsVChina,1252603,msvchina,19800,Unknown,0,MsVchina,365000,Unknown,0,3,Medium,1637403,0.0,76.5,1.2,0.0,22.3,0.0,True
Phoenix HK TV (iFeng),Hong Kong,Chinese,Phoenix Media Investment (Holdings) Limited,Bauhinia Culture Holdings Limited,Unknown,0,Unknown,0,phoenixtvhk,49000,Unknown,0,PhoenixSatellite,19900,Unknown,0,2,Medium,68900,0.0,0.0,71.1,0.0,28.9,0.0,True
Phoenix US TV (iFeng),USA,Chinese,Phoenix Media Investment (Holdings) Limited,Bauhinia Culture Holdings Limited,Unknown,0,Unknown,0,phoenixtvus,1744,Unknown,0,Pstvnews,15000,ifengustv,4385,3,Medium,21129,0.0,0.0,8.3,0.0,71.0,20.8,True
Li Zexin (Skystroller),Anglosphere,English,Xinhua News Agency,State Council,Unknown,0,Zexin.Nicolas,342320,skystrollerpics,106000,skystrollerpics,10800,Unknown,0,Unknown,0,3,Medium,459120,0.0,74.6,23.1,2.4,0.0,0.0,True
Zhu Jingtian (Tiantian),la Francophonie,French,China Media Group (CMG),Central Publicity Department,Unknown,0,TiantianStudio,238000,tiantianstudio,1822,Unknown,0,Unknown,0,Unknown,0,2,Medium,239822,0.0,99.2,0.8,0.0,0.0,0.0,True
Xiao Song,South Korea,Korean,China Media Group (CMG),Central Publicity Department,Unknown,0,xiaosongchinese,698000,xiaosongchinese,4488,Unknown,0,xiaosongchinese,921,Unknown,0,3,Medium,703409,0.0,99.2,0.6,0.0,0.1,0.0,True
Poongothai (அறுசுவை),India,Tamil,China Media Group (CMG),Central Publicity Department,Unknown,0,Poongothaiii,1700000,Unknown,0,poongothai_tamil,62,Unknown,0,Unknown,0,2,Medium,1700062,0.0,100.0,0.0,0.0,0.0,0.0,True
Zhengguan Media,Henan,Chinese,Zhengzhou Media Group,Zhengzhou Municipal Party Committee,Unknown,0,Unknown,0,Unknown,0,zhengguanmedia,115,Unknown,0,Unknown,0,1,Low,115,0.0,0.0,0.0,100.0,0.0,0.0,True
Wu Yo Yo,Anglosphere,English,China Media Group (CMG),Central Publicity Department,Unknown,0,AdventurewithYoYo,995000,Unknown,0,Unknown,0,AdventurewithYoYo,355,Unknown,0,2,Medium,995355,0.0,100.0,0.0,0.0,0.0,0.0,True
Wang Bing,la Francophonie,French,China Media Group (CMG),Central Publicity Department,Unknown,0,QuoiDeNeufEnChine,94000,Unknown,0,Unknown,0,bingwang7665,5,Unknown,0,2,Medium,94005,0.0,100.0,0.0,0.0,0.0,0.0,True
CCTV4 International,China,Chinese,China Media Group (CMG),Central Publicity Department,Unknown,0,Unknown,0,Unknown,0,Unknown,0,CCTV4International,1070000,Unknown,0,1,Low,1070000,0.0,0.0,0.0,0.0,100.0,0.0,True
CGTN Americas Now,Anglosphere,English,China Media Group (CMG),Central Publicity Department,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Cctvamerica_americasnow,8990,Unknown,0,1,Low,8990,0.0,0.0,0.0,0.0,100.0,0.0,True
CGTN BizTalk,Anglosphere,English,China Media Group (CMG),Central Publicity Department,Unknown,0,CGTNBIZtalk,57000,Unknown,0,Unknown,0,cgtnbiz,855,Unknown,0,2,Medium,57855,0.0,98.5,0.0,0.0,1.5,0.0,True
CGTN Documentary,Anglosphere,English,China Media Group (CMG),Central Publicity Department,Unknown,0,Unknown,0,Unknown,0,Unknown,0,cgtndocumentary5826,7010,Unknown,0,1,Low,7010,0.0,0.0,0.0,0.0,100.0,0.0,True
Hi China,Anglosphere,English,China Media Group (CMG),Central Publicity Department,Unknown,0,Unknown,0,Unknown,0,Unknown,0,ChannelHiChina,348000,hichinaofficial,356500,2,Medium,704500,0.0,0.0,0.0,0.0,49.4,50.6,True
Anhui TV Station,Anhui,Chinese,Anhui Radio and TV Station,Anhui Provincial Committee,Unknown,0,Unknown,0,Unknown,0,Unknown,0,chinaanhuitvofficialchanne8354,90600,Unknown,0,1,Low,90600,0.0,0.0,0.0,0.0,100.0,0.0,True
Guangxi Satellite TV,Guangxi,Chinese,Guangxi Internet Radio and Television Station,Guangxi Zhuang Autonomous Region People's Government,Unknown,0,Unknown,0,Unknown,0,Unknown,0,chinaguangxitvofficialchan244,50100,Unknown,0,1,Low,50100,0.0,0.0,0.0,0.0,100.0,0.0,True
Heilongjiang JTV,Heilongjiang,Chinese,China Heilongjiang TV (HNBTV),Heilongjiang Provincial Committee,Unknown,0,Unknown,0,Unknown,0,Unknown,0,chinaheilongjiangtvofficia9631,74900,Unknown,0,1,Low,74900,0.0,0.0,0.0,0.0,100.0,0.0,True
China International Import Expo (CIIE),Anglosphere,English,China International Import Expo Bureau,Shanghai Municipal People's Government,Unknown,0,Unknown,0,Unknown,0,Unknown,0,ChinaInternationalImportExpo,10400,ciieonline,4824,2,Medium,15224,0.0,0.0,0.0,0.0,68.3,31.7,True
China Plus,Anglosphere,English,China Media Group (CMG),Central Publicity Department,Unknown,0,Unknown,0,Unknown,0,Unknown,0,ChinaPlusOfficial,33000,Unknown,0,1,Low,33000,0.0,0.0,0.0,0.0,100.0,0.0,True
Xinhua Español,Hispanophone,Spanish,Xinhua News Agency,State Council,Unknown,0,Unknown,0,Unknown,0,Unknown,0,ChinaXinhuaEspanol,78200,xinhuaespanol,69,2,Medium,78269,0.0,0.0,0.0,0.0,99.9,0.1,True
Noreen,Pakistan,Urdu,China Media Group (CMG),Central Publicity Department,Unknown,0,chinesenoreen,1500000,Unknown,0,Unknown,0,chinesenoreen8035,91,Unknown,0,2,Medium,1500091,0.0,100.0,0.0,0.0,0.0,0.0,True
CRI Ukrainian,Ukraine,Ukrainian,China Media Group (CMG),Central Publicity Department,Unknown,0,profile.php?id=100064337605137,331000,Unknown,0,Unknown,0,CRI2023.,43,Unknown,0,2,Medium,331043,0.0,100.0,0.0,0.0,0.0,0.0,True
CRI Hebrew,Israel,Hebrew,China Media Group (CMG),Central Publicity Department,Unknown,0,crihebrew,86245,Unknown,0,Unknown,0,CRIHebrew,22700,Unknown,0,2,Medium,108945,0.0,79.2,0.0,0.0,20.8,0.0,True
Xi Xiaoqi (Itzik Hasini),Israel,Hebrew,China Media Group (CMG),Central Publicity Department,Unknown,0,Unknown,0,Unknown,0,Unknown,0,CRIHebrew,22700,Unknown,0,1,Low,22700,0.0,0.0,0.0,0.0,100.0,0.0,True
Dragon TV Crossover,Shanghai,English,Shanghai Media Group (SMG),Shanghai Municipal Committee,Unknown,0,Unknown,0,Unknown,0,Unknown,0,DragonTVCrossOver,201000,Unknown,0,1,Low,201000,0.0,0.0,0.0,0.0,100.0,0.0,True
Gansu TV Official,Gansu,Chinese,Gansu Media Group (GSMG),Gansu Provincial People's Government,Unknown,0,Unknown,0,Unknown,0,Unknown,0,GansuTVOfficialChannel,11,Unknown,0,1,Low,11,0.0,0.0,0.0,0.0,100.0,0.0,True
Haixia Daobao,Taiwan,Chinese,Fujian Daily News Group,Fujian Provincial Committee,Unknown,0,hxdb1234,432000,Unknown,0,Unknown,0,haixiadaobao,41000,Unknown,0,2,Medium,473000,0.0,91.3,0.0,0.0,8.7,0.0,True
PLA Daily,China,Chinese,People's Liberation Army (PLA) Newspaper,People's Liberation Army,Unknown,0,Unknown,0,Unknown,0,Unknown,0,hquangtu,23,Unknown,0,1,Low,23,0.0,0.0,0.0,0.0,100.0,0.0,True
