Name EN,Name CN,Focus Region,Language,Entity Owner EN,Entity Owner CN,Parent Entity EN,Parent Entity CN,X (Twitter) Handle,X (Twitter) Followers,Facebook Handle,Facebook Followers,Instagram Handle,Instagram Followers,Threads Handle,Threads Followers,YouTube Handle,YouTube Followers,TikTok Handle,TikTok Followers,Total Social Media Presence,Platform Presence Category,Total Followers,Twitter Dominance,Facebook Dominance,Instagram Dominance,Threads Dominance,YouTube Dominance,TikTok Dominance,IQR based Outlier
Discover Nanjing,Unknown,Anglosphere,English,Department of Culture and Tourism of Nanjing City,南京市文化和旅游厅,Nanjing Municipal People's Government,南京市人民政府,DiscoverNanjing,133100,DiscoverNanjing,1300000,Unknown,0,Unknown,0,Unknown,0,discovernanjing,26600,3,Medium,1459700,9.1,89.1,0.0,0.0,0.0,1.8,True
Discover Zhejiang,Unknown,Anglosphere,English,Department of Culture and Tourism of Zhejiang Province,浙江省文化和旅游厅,People's Government of Zhejiang Province,浙江省人民政府,discoverzj,80000,zhejiangtourismbureau,3600,discoverzhejiang,76200,Unknown,0,Unknown,0,discoverzhejiang,8,4,High,159808,50.1,2.3,47.7,0.0,0.0,0.0,True
Li Dongning,李东宁,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Dongning,336,Unknown,0,dongningli,87,Unknown,0,Unknown,0,Unknown,0,2,Medium,423,79.4,0.0,20.6,0.0,0.0,0.0,True
FM98 Dosti Channel,Unknown,Pakistan,Urdu,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,DostiFM98,49800,FM98DostiChannel,11000000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,11049800,0.5,99.5,0.0,0.0,0.0,0.0,True
DotDot News,點新聞,Hong Kong,English,Hong Kong Ta Kung Wen Wei Media Group (HKTKWW),香港大公文匯傳媒集團有限公司,Hong Kong Liaison Office of the Central Government ,香港中联办,dotdotnews111,6253,Unknown,0,Unknown,0,Unknown,0,dotdotnewsEnglish,4690,Unknown,0,2,Medium,10943,57.1,0.0,0.0,0.0,42.9,0.0,True
Zhao Qinghua,Unknown,Switzerland,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Dr_ZhaoQinghua,1412,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1412,100.0,0.0,0.0,0.0,0.0,0.0,False
Dragon TV,中国东方卫视,Shanghai,Chinese,Shanghai Media Group (SMG),看东方(上海)传媒有限公司,Shanghai Municipal Committee,中共上海市委,dragontv,189,smgdragontv,748000,Unknown,0,Unknown,0,SMGDragonTV,930000,Unknown,0,3,Medium,1678189,0.0,44.6,0.0,0.0,55.4,0.0,True
Zhao Yanbo,Unknown,Botswana,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,DrZhaoYanbo,2733,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2733,100.0,0.0,0.0,0.0,0.0,0.0,False
Zhao Yongchen,Unknown,Grenada,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,DrZhaoyongchen,4458,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,4458,100.0,0.0,0.0,0.0,0.0,0.0,False
Du Ping,杜萍,Anglosphere,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,dupingCHN,2376,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2376,100.0,0.0,0.0,0.0,0.0,0.0,False
Discover Xinjiang,Unknown,Xinjiang,English,"Beijing Jiandanshiji Culture Media Co., Ltd",北京简单世纪文化传媒有限公司,unknown,Unknown,DXinjiang,52600,DiscoverXinjiang,1500000,Unknown,0,discoverxinjiang,73,Unknown,0,discoverxinjiang,12,4,High,1552685,3.4,96.6,0.0,0.0,0.0,0.0,True
China News Service Net (eCNS),中国新闻网,China,Chinese,China News Service (CNS),北京中新网信息科技有限公司,United Front Work Department,中共中央统一战线工作部,Echinanews,645100,echinanews,1400000,Unknown,0,Unknown,0,cnsvideo,192000,Unknown,0,3,Medium,2237100,28.8,62.6,0.0,0.0,8.6,0.0,True
Chinese Embassy in Malawi (Economic Counsellor),Unknown,Malawi,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,EconomicMalawi,96,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,96,100.0,0.0,0.0,0.0,0.0,0.0,False
Economic Daily,经济日报,Anglosphere,English,Economic Daily Newspaper Group,经济日报报业集团,State Council,中华人民共和国国务院,EDNewsChina,6405,EDNewsChina,3500000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,3506405,0.2,99.8,0.0,0.0,0.0,0.0,True
Chinese Embassy in Brazil,Unknown,Brazil,Portuguese,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,EmbaixadaChina,119900,Unknown,0,embaixadachina,120000,Unknown,0,EmbaixadadaChinanoBrasil,8510,Unknown,0,3,Medium,248410,48.3,0.0,48.3,0.0,3.4,0.0,True
Chinese Embassy in Ecuador,Unknown,Ecuador,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,EmbajadaChinaEc,8261,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,8261,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in El Salvador,中华人民共和国驻萨尔瓦多大使馆,El Salvador,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,EmbajadaChinaSV,25400,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,25400,100.0,0.0,0.0,0.0,0.0,0.0,False
Wang Gang,Unknown,Uruguay,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,embajadorcn_uy,4711,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,4711,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Tonga,中国驻汤加大使馆,Tonga,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,embassy_chinese,2533,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2533,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Serbia,Unknown,Serbia,Serbian,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,EmbChina_RS,4597,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,4597,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Cuba,Unknown,Cuba,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,EmbChinaCuba,4947,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,4947,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Equatorial Guinea,中国驻赤道几内亚大使馆,Equatorial Guinea,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,EmbChinaGE,4656,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,4656,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Mexico,Unknown,Mexico,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,EmbChinaMex,62000,EmbChinaMex,135000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,197000,31.5,68.5,0.0,0.0,0.0,0.0,True
Chinese Embassy in Panama,Unknown,Panama,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,EmbChinaPa,2822,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2822,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Venezuela,Unknown,Venezuela,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,EmbChinaVen,1028,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1028,100.0,0.0,0.0,0.0,0.0,0.0,False
Qi Mei,亓玫,Austria,German,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,EmbQiMei,2122,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2122,100.0,0.0,0.0,0.0,0.0,0.0,False
Zhang Run,张润,Mexico,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,EmbZhangRun,27100,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,27100,100.0,0.0,0.0,0.0,0.0,0.0,False
Tian Yuzhen,田玉震,Brazil,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,eugenioT14,10700,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,10700,100.0,0.0,0.0,0.0,0.0,0.0,False
Cheng Weitong,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,evawcheng,458,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,458,100.0,0.0,0.0,0.0,0.0,0.0,False
Explore Gansu,Unknown,Anglosphere,English,General Office of the People's Government of Gansu Province,甘肃省人民政府办公厅,Gansu Provincial People's Government,甘肃省人民政府,ExploreGansu,23800,ExploreGansu,717000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,740800,3.2,96.8,0.0,0.0,0.0,0.0,True
Fang Yi,Unknown,Uganda,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,FangYi85320692,1069,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1069,100.0,0.0,0.0,0.0,0.0,0.0,False
Wang Xin (Fayhaa Wang),Unknown,Egypt,Arabic,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,fayhaaChina,6556,fayhaaChina,1300000,fayhaa_china,15900,Unknown,0,fayhaachina8389,47400,fayhaa_china,421800,5,High,1791656,0.4,72.6,0.9,0.0,2.6,23.5,True
Feel China,Unknown,Anglosphere,English,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,feelchina2021,74,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,74,100.0,0.0,0.0,0.0,0.0,0.0,False
Xinhua Fly Over China,Unknown,Anglosphere,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,flyoverchina,672100,FlyOverChina,24000000,FlyOverChina,271000,flyoverchina,3967,Unknown,0,Unknown,0,4,High,24947067,2.7,96.2,1.1,0.0,0.0,0.0,True
CGTN Frontline,CGTN记者团,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Frontlinestory,27500,FrontlineStoriesFromReporters,277678,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,305178,9.0,91.0,0.0,0.0,0.0,0.0,False
Fu Cong,傅聪,Belgium,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,FuCong17,13200,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,13200,100.0,0.0,0.0,0.0,0.0,0.0,False
Lu Guijin,律桂軍,Japan,Japanese,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,FukLyuGuijun,2841,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2841,100.0,0.0,0.0,0.0,0.0,0.0,False
CGTN Full Frame,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,FullFrameCGTN,1171,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1171,100.0,0.0,0.0,0.0,0.0,0.0,False
Fuzhou City,Unknown,Fujian,Chinese,Fuzhou Culture and Tourism Bureau,福州市文化和旅游局,Fuzhou Municipal People's Government,福州市人民政府,FuzhouCity,69200,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,69200,100.0,0.0,0.0,0.0,0.0,0.0,True
Gabriel Liu,刘改,Brazil,Portuguese,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,gabriekestabem,1742,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1742,100.0,0.0,0.0,0.0,0.0,0.0,False
Yin Yue (Gabriel Y. Yin),Unknown,China,Chinese,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,gabrielyin,20,Gabriel-Yin-2084018695188916,26,gabrielyyin,1883,Unknown,0,gabrielyin9245,15,Unknown,0,4,High,1944,1.0,1.3,96.9,0.0,0.8,0.0,True
Du Xiaohui,Unknown,Germany,German,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,GeneralkonsulDu,1601,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1601,100.0,0.0,0.0,0.0,0.0,0.0,False
Guo Meiping (Gladys Guo),郭梅平,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,GladysGuo,11,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,11,100.0,0.0,0.0,0.0,0.0,0.0,False
GT Business Source,Unknown,Anglosphere,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,GlobalTimesBiz,12800,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,12800,100.0,0.0,0.0,0.0,0.0,0.0,False
GT Life,Unknown,Anglosphere,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,GlobalTimesLife,1992,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1992,100.0,0.0,0.0,0.0,0.0,0.0,False
Global Times,环球时报,China,Chinese,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,globaltimesnews,1800000,globaltimesnews,76000000,Unknown,0,Unknown,0,Unknown,0,globaltimes,550,3,Medium,77800550,2.3,97.7,0.0,0.0,0.0,0.0,True
CGTN Global Watch,CGTN《环球瞭望》,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,GlobalWatchCGTN,2878,GlobalWatchCGTN,55230,Unknown,0,Unknown,0,cgtnglobalwatch,4920,Unknown,0,3,Medium,63028,4.6,87.6,0.0,0.0,7.8,0.0,True
"Jiangsu, China",Unknown,Anglosphere,English,Jiangsu Provincial Department of Cultural & Tourism,江苏省文化和旅游厅,Jiangsu Provincial People's Government,江苏省人民政府,GoJiangsu,160600,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,160600,100.0,0.0,0.0,0.0,0.0,0.0,True
GT Opinion,Unknown,Anglosphere,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,GtOpinion,3297,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,3297,100.0,0.0,0.0,0.0,0.0,0.0,False
Guancha Syndicate News,观察者网（新闻）,China,Chinese,"Shanghai Guanchazhe Information Technology Co.,Ltd",上海观察者信息技术有限公司,Shanghai Academy of Social Sciences (SASS),上海社会科学院,GuanchaNewMedia,15800,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,15800,100.0,0.0,0.0,0.0,0.0,0.0,False
Guangming Daily,光明日报,China,Chinese,Guangming Daily Press,光明日报社,Central Publicity Department,中共中央宣传部,Guangming_Daily,226200,guangmingdailyChina,4817085,Unknown,0,Unknown,0,Unknown,0,guangmingdaily,29,3,Medium,5043314,4.5,95.5,0.0,0.0,0.0,0.0,True
Guan Xin,关馨,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,GuanXinTweets,3335,GuanXinCGTN,1000000,guanxin0411,684,Unknown,0,Unknown,0,Unknown,0,3,Medium,1004019,0.3,99.6,0.1,0.0,0.0,0.0,True
"Guilin, China",桂林网,Guangxi,English,GLTVS,桂林广播电视台,Guilin Municipal People's Government,桂林市人民政府,Guilin__China,51900,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,51900,100.0,0.0,0.0,0.0,0.0,0.0,True
Guyan Muchan,孤烟暮蝉,China,Chinese,Guangdong Provincial Cyberspace Administration,广东省网信办,Office of the Cybersecurity and Information Technology Committee of the Guangdong Provincial Committee,中共广东省委网络安全和信息化委员会办公室,guyanmuchan001,49000,profile.php?id=100066894302590,1000,Unknown,0,Unknown,0,uyanmuchan01,29300,Unknown,0,3,Medium,79300,61.8,1.3,0.0,0.0,36.9,0.0,True
Gwadar Pro,Unknown,Pakistan,Urdu,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Gwadar_Pro,53900,GwadarProNews,61000,gwadarpro,159,Unknown,0,Unknown,0,Unknown,0,3,Medium,115059,46.8,53.0,0.1,0.0,0.0,0.0,True
Gong Zhe,巩喆,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,gz1988,37,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,37,100.0,0.0,0.0,0.0,0.0,0.0,False
Haiwai Net (People's Daily Overseas),海外网,USA,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,haiwainet,1343,profile.php?id=100063702356538,12000,Unknown,0,peoples_daily_overseas,70,Unknown,0,haiwainet.uscenter,24700,4,High,38113,3.5,31.5,0.0,0.2,0.0,64.8,True
Haiwai Net (US Fusion Center),海外网美国融媒体中心,USA,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,haiwaiwangUS,14600,haiwainetus,1200,haiwainet.us,21800,Unknown,0,Unknown,0,Unknown,0,3,Medium,37600,38.8,3.2,58.0,0.0,0.0,0.0,True
Yu Yangtao (حكيم),于杨涛,Algeria,Arabic,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Hakimyu2,3348,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,3348,100.0,0.0,0.0,0.0,0.0,0.0,False
Henan TV,河南公共频道,Henan,Chinese,Henan Broadcasting System,河南广播电视台,Henan Provincial Committee,中共河南省委,Henan_TV,2411,ChinaHenanTV,1000,henantv,547,Unknown,0,Unknown,0,henantv,8496,4,High,12454,19.4,8.0,4.4,0.0,0.0,68.2,True
He Rulong,何儒龙,Iceland,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,HeRulong,6747,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,6747,100.0,0.0,0.0,0.0,0.0,0.0,False
He Weiwei,何卫卫,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,heweiwei_,267,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,267,100.0,0.0,0.0,0.0,0.0,0.0,False
Chen Peijie,陈佩洁,Brazil,Chinese,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Hongchencuxian,2821,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2821,100.0,0.0,0.0,0.0,0.0,0.0,False
Wang Hao,Unknown,Anglosphere,English,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,hongfenghuang,11300,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,11300,100.0,0.0,0.0,0.0,0.0,0.0,False
Zhang Hongtie,Unknown,Anglosphere,English,Information Department of Foreign Ministry,外交部新闻司,Ministry of Foreign Affairs,中华人民共和国外交部,HongtieZhang,335,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,335,100.0,0.0,0.0,0.0,0.0,0.0,False
Hu Bin,胡滨,São Tomé and Príncipe,Portuguese,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,HU_Bin_CHN,2111,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2111,100.0,0.0,0.0,0.0,0.0,0.0,False
Huang Jiyuan,Unknown,Anglosphere,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,huang_jiyuan,573,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,573,100.0,0.0,0.0,0.0,0.0,0.0,False
Global Times Net,环球网,China,Chinese,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,Huanqiu_com,71900,aroundglobal7426,6900,Unknown,0,Unknown,0,Unknown,0,huanqiunews,97800,3,Medium,176600,40.7,3.9,0.0,0.0,0.0,55.4,True
Zhao Huanxin,Unknown,Anglosphere,English,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,huanxinzhao,1747,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1747,100.0,0.0,0.0,0.0,0.0,0.0,False
Gao Huijun,Unknown,Indonesia,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,hui48298914,101,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,101,100.0,0.0,0.0,0.0,0.0,0.0,False
Hunan Times,湖南时刻,Hunan,English,Hunan Rednet New Media Group,湖南红网新媒体集团有限公司,Hunan Provincial Committee,中共湖南省委,HunanTimes,1328,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1328,100.0,0.0,0.0,0.0,0.0,0.0,False
